property_id,property_name,property_type,city,state,listed_date,price,area_sqft,bedrooms,bathrooms,agent_id
P2472,Future City Plot,Plot,Trichy,TN,8/31/2025,8028474,2460,2,2,A2372
P2473,Emerald Villas,Villa,Trichy,TN,9/1/2025,8765392,4915,3,2,A2373
P2474,Silver Oak Apartments,Apartment,Trichy,TN,9/2/2025,9083604,2213,2,2,A2374
P2475,Prime Office Space,Commercial,Trichy,TN,9/3/2025,8758932,4483,4,2,A2375
P2476,Future City Plot,Plot,Trichy,TN,9/4/2025,5755256,1972,2,2,A2376
P2477,Emerald Villas,Villa,Trichy,TN,9/5/2025,6100372,3948,3,2,A2377
P2478,Silver Oak Apartments,Apartment,Trichy,TN,9/6/2025,9452441,2336,3,2,A2378
P2479,Prime Office Space,Commercial,Trichy,TN,9/7/2025,4723027,4496,3,2,A2379
P2480,Future City Plot,Plot,Trichy,TN,9/8/2025,6381982,2411,2,2,A2380
P2481,Emerald Villas,Villa,Trichy,TN,9/9/2025,6758367,2468,3,2,A2381
P2482,Silver Oak Apartments,Apartment,Trichy,TN,9/10/2025,5194294,2041,2,2,A2382
P2483,Prime Office Space,Commercial,Trichy,TN,9/11/2025,8166441,2465,4,2,A2383
P2484,Future City Plot,Plot,Trichy,TN,9/12/2025,5015381,1530,3,2,A2384
P2485,Emerald Villas,Villa,Trichy,TN,9/13/2025,7238016,3688,3,2,A2385
P2486,Silver Oak Apartments,Apartment,Trichy,TN,9/14/2025,6047514,1850,3,2,A2386
P2487,Prime Office Space,Commercial,Trichy,TN,9/15/2025,6952339,3544,3,2,A2387
P2488,Future City Plot,Plot,Trichy,TN,9/16/2025,4832928,2738,2,2,A2388
P2489,Emerald Villas,Villa,Trichy,TN,9/17/2025,5666607,3093,4,2,A2389
P2490,Silver Oak Apartments,Apartment,Trichy,TN,9/18/2025,4806527,2027,2,2,A2390
P2491,Prime Office Space,Commercial,Trichy,TN,9/19/2025,6444478,3750,4,2,A2391
P2492,Future City Plot,Plot,Trichy,TN,9/20/2025,4660692,1091,3,2,A2392
P2493,Emerald Villas,Villa,Trichy,TN,9/21/2025,8398201,2067,4,2,A2393
P2494,Silver Oak Apartments,Apartment,Trichy,TN,9/22/2025,7945067,1717,3,2,A2394
P2495,Prime Office Space,Commercial,Trichy,TN,9/23/2025,7880548,1097,4,2,A2395
P2496,Future City Plot,Plot,Trichy,TN,9/24/2025,5526333,2182,3,2,A2396
P2497,Emerald Villas,Villa,Trichy,TN,9/25/2025,7184585,4462,3,2,A2397
P2498,Silver Oak Apartments,Apartment,Trichy,TN,9/26/2025,6852430,2329,3,2,A2398
P2499,Prime Office Space,Commercial,Trichy,TN,9/27/2025,8752166,4349,4,2,A2399
P2500,Future City Plot,Plot,Trichy,TN,9/28/2025,5609272,1472,3,2,A2400
P2501,Emerald Villas,Villa,Trichy,TN,9/29/2025,7043598,4594,3,2,A2401
P2502,Silver Oak Apartments,Apartment,Trichy,TN,9/30/2025,9130106,1576,2,2,A2402
P2503,Prime Office Space,Commercial,Trichy,TN,10/1/2025,8822745,3543,4,2,A2403
P2504,Future City Plot,Plot,Trichy,TN,10/2/2025,8496702,2653,3,2,A2404
P2505,Emerald Villas,Villa,Trichy,TN,10/3/2025,5260401,4009,3,2,A2405
P2506,Silver Oak Apartments,Apartment,Trichy,TN,10/4/2025,7389679,1547,2,2,A2406
P2507,Prime Office Space,Commercial,Trichy,TN,10/5/2025,5721549,2505,4,2,A2407
P2508,Future City Plot,Plot,Trichy,TN,10/6/2025,8284881,2672,3,2,A2408
P2509,Emerald Villas,Villa,Trichy,TN,10/7/2025,7184519,3223,4,2,A2409
P2510,Silver Oak Apartments,Apartment,Trichy,TN,10/8/2025,8225165,1679,3,2,A2410
P2511,Prime Office Space,Commercial,Trichy,TN,10/9/2025,6199013,1897,4,2,A2411
P2512,Future City Plot,Plot,Trichy,TN,10/10/2025,8551396,2901,2,2,A2412
P2513,Emerald Villas,Villa,Trichy,TN,10/11/2025,7127316,3425,4,2,A2413
P2514,Silver Oak Apartments,Apartment,Trichy,TN,10/12/2025,8968249,2286,2,2,A2414
P2515,Prime Office Space,Commercial,Trichy,TN,10/13/2025,4969333,2949,4,2,A2415
P2516,Future City Plot,Plot,Trichy,TN,10/14/2025,8716902,1214,3,2,A2416
P2517,Emerald Villas,Villa,Trichy,TN,10/15/2025,6551799,4998,3,2,A2417
P2518,Silver Oak Apartments,Apartment,Trichy,TN,10/16/2025,9108775,1591,3,2,A2418
P2519,Prime Office Space,Commercial,Trichy,TN,10/17/2025,5684515,4135,4,2,A2419
P2520,Future City Plot,Plot,Trichy,TN,10/18/2025,5875437,2871,3,2,A2420
P2521,Emerald Villas,Villa,Trichy,TN,10/19/2025,7202759,4572,4,2,A2421
P2522,Silver Oak Apartments,Apartment,Trichy,TN,10/20/2025,6967965,1520,2,2,A2422
P2523,Prime Office Space,Commercial,Trichy,TN,10/21/2025,5382399,1228,4,2,A2423
P2524,Future City Plot,Plot,Trichy,TN,10/22/2025,7052951,1782,3,2,A2424
P2525,Emerald Villas,Villa,Trichy,TN,10/23/2025,8322932,2989,3,2,A2425
P2526,Silver Oak Apartments,Apartment,Trichy,TN,10/24/2025,5455317,1902,3,2,A2426
P2527,Prime Office Space,Commercial,Trichy,TN,10/25/2025,6109289,4300,3,2,A2427
P2528,Future City Plot,Plot,Trichy,TN,10/26/2025,6356150,2765,3,2,A2428
P2529,Emerald Villas,Villa,Trichy,TN,10/27/2025,6749786,2954,3,2,A2429
P2530,Silver Oak Apartments,Apartment,Trichy,TN,10/28/2025,9424160,2500,3,2,A2430
P2531,Prime Office Space,Commercial,Trichy,TN,10/29/2025,8110591,1276,4,2,A2431
P2532,Future City Plot,Plot,Trichy,TN,10/30/2025,8486222,2899,2,2,A2432
P2533,Emerald Villas,Villa,Trichy,TN,10/31/2025,6566918,2496,4,2,A2433
P2534,Silver Oak Apartments,Apartment,Trichy,TN,11/1/2025,8479542,1575,2,2,A2434
P2535,Prime Office Space,Commercial,Trichy,TN,11/2/2025,6207886,3449,3,2,A2435
P2536,Future City Plot,Plot,Trichy,TN,11/3/2025,5075741,1753,3,2,A2436
P2537,Emerald Villas,Villa,Trichy,TN,11/4/2025,5965048,2668,4,2,A2437
P2538,Silver Oak Apartments,Apartment,Trichy,TN,11/5/2025,7879197,2213,3,2,A2438
P2539,Prime Office Space,Commercial,Trichy,TN,11/6/2025,9082721,2485,3,2,A2439
P2540,Future City Plot,Plot,Trichy,TN,11/7/2025,7620813,2610,2,2,A2440
P2541,Emerald Villas,Villa,Trichy,TN,11/8/2025,7684655,2020,4,2,A2441
P2542,Silver Oak Apartments,Apartment,Trichy,TN,11/9/2025,5571992,2306,2,2,A2442
P2543,Prime Office Space,Commercial,Trichy,TN,11/10/2025,8656336,1002,4,2,A2443
P2544,Future City Plot,Plot,Trichy,TN,11/11/2025,8528976,2509,3,2,A2444
P2545,Emerald Villas,Villa,Trichy,TN,11/12/2025,8158645,2832,4,2,A2445
P2546,Silver Oak Apartments,Apartment,Trichy,TN,11/13/2025,5065561,2060,3,2,A2446
P2547,Prime Office Space,Commercial,Trichy,TN,11/14/2025,5941537,3329,4,2,A2447
P2548,Future City Plot,Plot,Trichy,TN,11/15/2025,5356318,1107,2,2,A2448
P2549,Emerald Villas,Villa,Trichy,TN,11/16/2025,7391774,4589,3,2,A2449
P2550,Silver Oak Apartments,Apartment,Trichy,TN,11/17/2025,7272301,1820,3,2,A2450
P2551,Prime Office Space,Commercial,Trichy,TN,11/18/2025,8310705,3266,3,2,A2451
P2552,Future City Plot,Plot,Trichy,TN,11/19/2025,5030482,2836,2,2,A2452
P2553,Emerald Villas,Villa,Trichy,TN,11/20/2025,6604277,4834,3,2,A2453
P2554,Silver Oak Apartments,Apartment,Trichy,TN,11/21/2025,8842877,2385,3,2,A2454
P2555,Prime Office Space,Commercial,Trichy,TN,11/22/2025,5088242,4208,4,2,A2455
P2556,Future City Plot,Plot,Trichy,TN,11/23/2025,5319037,1546,3,2,A2456
P2557,Emerald Villas,Villa,Trichy,TN,11/24/2025,5450212,3277,3,2,A2457
P2558,Silver Oak Apartments,Apartment,Trichy,TN,11/25/2025,5277542,2361,3,2,A2458
P2559,Prime Office Space,Commercial,Trichy,TN,11/26/2025,9196252,3508,4,2,A2459
P2560,Future City Plot,Plot,Trichy,TN,11/27/2025,6123905,2431,2,2,A2460
P2561,Emerald Villas,Villa,Trichy,TN,11/28/2025,5661803,3872,3,2,A2461
P2562,Silver Oak Apartments,Apartment,Trichy,TN,11/29/2025,8388078,2217,2,2,A2462
P2563,Prime Office Space,Commercial,Trichy,TN,11/30/2025,9039232,3720,3,2,A2463
P2564,Future City Plot,Plot,Trichy,TN,12/1/2025,8889364,2756,2,2,A2464
P2565,Emerald Villas,Villa,Trichy,TN,12/2/2025,7143429,3061,3,2,A2465
P2566,Silver Oak Apartments,Apartment,Trichy,TN,12/3/2025,5620341,2074,3,2,A2466
P2567,Prime Office Space,Commercial,Trichy,TN,12/4/2025,7370925,1972,4,2,A2467
P2568,Future City Plot,Plot,Trichy,TN,12/5/2025,8257408,1216,2,2,A2468
P2569,Emerald Villas,Villa,Trichy,TN,12/6/2025,6974266,4602,3,2,A2469
P2570,Silver Oak Apartments,Apartment,Trichy,TN,12/7/2025,5489531,1923,3,2,A2470
P2571,Prime Office Space,Commercial,Trichy,TN,12/8/2025,8079999,3746,3,2,A2471
P2572,Future City Plot,Plot,Trichy,TN,12/9/2025,5484483,1226,3,2,A2472
P2573,Emerald Villas,Villa,Trichy,TN,12/10/2025,5740356,2652,4,2,A2473
P2574,Silver Oak Apartments,Apartment,Trichy,TN,12/11/2025,6859704,2122,3,2,A2474
P2575,Prime Office Space,Commercial,Trichy,TN,12/12/2025,5987952,3231,4,2,A2475
P2576,Future City Plot,Plot,Trichy,TN,12/13/2025,8128321,2068,2,2,A2476
P2577,Emerald Villas,Villa,Trichy,TN,12/14/2025,6752309,4754,3,2,A2477
P2578,Silver Oak Apartments,Apartment,Trichy,TN,12/15/2025,5521778,1653,2,2,A2478
P2579,Prime Office Space,Commercial,Trichy,TN,12/16/2025,5598015,2885,3,2,A2479
P2580,Future City Plot,Plot,Trichy,TN,12/17/2025,6071906,1061,2,2,A2480
P2581,Emerald Villas,Villa,Trichy,TN,12/18/2025,9115552,2013,4,2,A2481
P2582,Silver Oak Apartments,Apartment,Trichy,TN,12/19/2025,7338141,1732,2,2,A2482
P2583,Prime Office Space,Commercial,Trichy,TN,12/20/2025,8418732,4369,3,2,A2483
P2584,Future City Plot,Plot,Trichy,TN,12/21/2025,4536196,1514,3,2,A2484
P2585,Emerald Villas,Villa,Trichy,TN,12/22/2025,7336947,3188,4,2,A2485
P2586,Silver Oak Apartments,Apartment,Trichy,TN,12/23/2025,9040169,2330,2,2,A2486
P2587,Prime Office Space,Commercial,Trichy,TN,12/24/2025,7829890,4619,3,2,A2487
P2588,Future City Plot,Plot,Trichy,TN,12/25/2025,9022547,2668,3,2,A2488
P2589,Emerald Villas,Villa,Trichy,TN,12/26/2025,8389698,3258,4,2,A2489
P2590,Silver Oak Apartments,Apartment,Trichy,TN,12/27/2025,5340966,1844,3,2,A2490
P2591,Prime Office Space,Commercial,Trichy,TN,12/28/2025,6345873,2330,4,2,A2491
P2592,Future City Plot,Plot,Trichy,TN,12/29/2025,9438833,2311,2,2,A2492
P2593,Emerald Villas,Villa,Trichy,TN,12/30/2025,4597515,4007,3,2,A2493
P2594,Silver Oak Apartments,Apartment,Trichy,TN,12/31/2025,8993666,1800,3,2,A2494
P2595,Prime Office Space,Commercial,Trichy,TN,1/1/2026,8062007,3776,3,2,A2495
P2596,Future City Plot,Plot,Trichy,TN,1/2/2026,8947493,1665,3,2,A2496
P2597,Emerald Villas,Villa,Trichy,TN,1/3/2026,7533798,3908,4,2,A2497
P2598,Silver Oak Apartments,Apartment,Trichy,TN,1/4/2026,7122061,2042,3,2,A2498
P2599,Prime Office Space,Commercial,Trichy,TN,1/5/2026,7199474,1572,4,2,A2499
P2600,Future City Plot,Plot,Trichy,TN,1/6/2026,6504791,2583,2,2,A2500
P2601,Emerald Villas,Villa,Trichy,TN,1/7/2026,6547071,2729,3,2,A2501
P2602,Silver Oak Apartments,Apartment,Trichy,TN,1/8/2026,8271875,1668,2,2,A2502
P2603,Prime Office Space,Commercial,Trichy,TN,1/9/2026,9017511,1106,4,2,A2503
P2604,Future City Plot,Plot,Trichy,TN,1/10/2026,6755417,2595,2,2,A2504
P2605,Emerald Villas,Villa,Trichy,TN,1/11/2026,5582162,2297,3,2,A2505
P2606,Silver Oak Apartments,Apartment,Trichy,TN,1/12/2026,6601075,1580,2,2,A2506
P2607,Prime Office Space,Commercial,Trichy,TN,1/13/2026,5960494,4588,4,2,A2507
P2608,Future City Plot,Plot,Trichy,TN,1/14/2026,8366003,1166,2,2,A2508
P2609,Emerald Villas,Villa,Trichy,TN,1/15/2026,4554468,4199,4,2,A2509
P2610,Silver Oak Apartments,Apartment,Trichy,TN,1/16/2026,8335532,1539,2,2,A2510
P2611,Prime Office Space,Commercial,Trichy,TN,1/17/2026,8260286,4609,4,2,A2511
P2612,Future City Plot,Plot,Trichy,TN,1/18/2026,5763722,2486,3,2,A2512
P2613,Emerald Villas,Villa,Trichy,TN,1/19/2026,7560195,3729,3,2,A2513
P2614,Silver Oak Apartments,Apartment,Trichy,TN,1/20/2026,7163893,1847,3,2,A2514
P2615,Prime Office Space,Commercial,Trichy,TN,1/21/2026,7984180,2235,4,2,A2515
P2616,Future City Plot,Plot,Trichy,TN,1/22/2026,6501866,2001,3,2,A2516
P2617,Emerald Villas,Villa,Trichy,TN,1/23/2026,8824446,2199,3,2,A2517
P2618,Silver Oak Apartments,Apartment,Trichy,TN,1/24/2026,7081336,2336,2,2,A2518
P2619,Prime Office Space,Commercial,Trichy,TN,1/25/2026,6440430,3779,4,2,A2519
P2620,Future City Plot,Plot,Trichy,TN,1/26/2026,7466452,2188,3,2,A2520
P2621,Emerald Villas,Villa,Bangalore,KA,1/27/2026,7629074,4477,4,2,A2521
P2622,Silver Oak Apartments,Apartment,Bangalore,KA,1/28/2026,9218427,2393,2,2,A2522
P2623,Prime Office Space,Commercial,Bangalore,KA,1/29/2026,8797345,4330,3,2,A2523
P2624,Future City Plot,Plot,Bangalore,KA,1/30/2026,4606375,2761,3,2,A2524
P2625,Emerald Villas,Villa,Bangalore,KA,1/31/2026,8804492,4166,3,2,A2525
P2626,Silver Oak Apartments,Apartment,Bangalore,KA,2/1/2026,8943127,1800,3,2,A2526
P2627,Prime Office Space,Commercial,Bangalore,KA,2/2/2026,6442725,4484,4,2,A2527
P2628,Future City Plot,Plot,Bangalore,KA,2/3/2026,6654005,1630,2,2,A2528
P2629,Emerald Villas,Villa,Bangalore,KA,2/4/2026,7765062,3564,4,2,A2529
P2630,Silver Oak Apartments,Apartment,Bangalore,KA,2/5/2026,8317243,2284,2,2,A2530
P2631,Prime Office Space,Commercial,Bangalore,KA,2/6/2026,6766029,2831,3,2,A2531
P2632,Future City Plot,Plot,Bangalore,KA,2/7/2026,9384340,2589,3,2,A2532
P2633,Emerald Villas,Villa,Bangalore,KA,2/8/2026,7723734,4529,4,2,A2533
P2634,Silver Oak Apartments,Apartment,Bangalore,KA,2/9/2026,7814410,1969,3,2,A2534
P2635,Prime Office Space,Commercial,Bangalore,KA,2/10/2026,7276536,2514,3,2,A2535
P2636,Future City Plot,Plot,Bangalore,KA,2/11/2026,6792432,1589,3,2,A2536
P2637,Emerald Villas,Villa,Bangalore,KA,2/12/2026,8393686,3236,3,2,A2537
P2638,Silver Oak Apartments,Apartment,Bangalore,KA,2/13/2026,6037293,2333,3,2,A2538
P2639,Prime Office Space,Commercial,Bangalore,KA,2/14/2026,7111836,1466,4,2,A2539
P2640,Future City Plot,Plot,Bangalore,KA,2/15/2026,7259782,1576,2,2,A2540
P2641,Emerald Villas,Villa,Bangalore,KA,2/16/2026,6357030,2853,3,2,A2541
P2642,Silver Oak Apartments,Apartment,Bangalore,KA,2/17/2026,9327908,2265,2,2,A2542
P2643,Prime Office Space,Commercial,Bangalore,KA,2/18/2026,6314340,3349,4,2,A2543
P2644,Future City Plot,Plot,Bangalore,KA,2/19/2026,8440787,1702,2,2,A2544
P2645,Emerald Villas,Villa,Bangalore,KA,2/20/2026,5831040,4073,4,2,A2545
P2646,Silver Oak Apartments,Apartment,Bangalore,KA,2/21/2026,8045700,1730,3,2,A2546
P2647,Prime Office Space,Commercial,Bangalore,KA,2/22/2026,4795141,2830,3,2,A2547
P2648,Future City Plot,Plot,Bangalore,KA,2/23/2026,7895722,2796,3,2,A2548
P2649,Emerald Villas,Villa,Bangalore,KA,2/24/2026,6021160,3410,3,2,A2549
P2650,Silver Oak Apartments,Apartment,Bangalore,KA,2/25/2026,9339808,1931,2,2,A2550
P2651,Prime Office Space,Commercial,Bangalore,KA,2/26/2026,5975402,2887,4,2,A2551
P2652,Future City Plot,Plot,Bangalore,KA,2/27/2026,6908528,2841,2,2,A2552
P2653,Emerald Villas,Villa,Bangalore,KA,2/28/2026,6304861,4720,4,2,A2553
P2654,Silver Oak Apartments,Apartment,Bangalore,KA,3/1/2026,5240207,1536,2,2,A2554
P2655,Prime Office Space,Commercial,Bangalore,KA,3/2/2026,6102883,3831,3,2,A2555
P2656,Future City Plot,Plot,Bangalore,KA,3/3/2026,5107925,1994,2,2,A2556
P2657,Emerald Villas,Villa,Bangalore,KA,3/4/2026,5531966,4974,4,2,A2557
P2658,Silver Oak Apartments,Apartment,Bangalore,KA,3/5/2026,7343527,2208,3,2,A2558
P2659,Prime Office Space,Commercial,Bangalore,KA,3/6/2026,5571889,3079,4,2,A2559
P2660,Future City Plot,Plot,Bangalore,KA,3/7/2026,7081133,2737,3,2,A2560
P2661,Emerald Villas,Villa,Bangalore,KA,3/8/2026,9133963,2753,4,2,A2561
P2662,Silver Oak Apartments,Apartment,Bangalore,KA,3/9/2026,9244975,1867,2,2,A2562
P2663,Prime Office Space,Commercial,Bangalore,KA,3/10/2026,8079974,3892,4,2,A2563
P2664,Future City Plot,Plot,Bangalore,KA,3/11/2026,5600591,1303,2,2,A2564
P2665,Emerald Villas,Villa,Bangalore,KA,3/12/2026,6044676,4506,3,2,A2565
P2666,Silver Oak Apartments,Apartment,Bangalore,KA,3/13/2026,6281331,2013,3,2,A2566
P2667,Prime Office Space,Commercial,Bangalore,KA,3/14/2026,8015928,1261,3,2,A2567
P2668,Future City Plot,Plot,Bangalore,KA,3/15/2026,5560306,2838,2,2,A2568
P2669,Emerald Villas,Villa,Bangalore,KA,3/16/2026,8705398,2872,3,2,A2569
P2670,Silver Oak Apartments,Apartment,Bangalore,KA,3/17/2026,9389436,1509,3,2,A2570
P2671,Prime Office Space,Commercial,Bangalore,KA,3/18/2026,5440982,2576,3,2,A2571
P2672,Future City Plot,Plot,Bangalore,KA,3/19/2026,8469015,2842,3,2,A2572
P2673,Emerald Villas,Villa,Bangalore,KA,3/20/2026,6893191,2277,3,2,A2573
P2674,Silver Oak Apartments,Apartment,Bangalore,KA,3/21/2026,7518568,2036,3,2,A2574
P2675,Prime Office Space,Commercial,Bangalore,KA,3/22/2026,9185431,1576,4,2,A2575
P2676,Future City Plot,Plot,Bangalore,KA,3/23/2026,7659598,1580,2,2,A2576
P2677,Emerald Villas,Villa,Bangalore,KA,3/24/2026,9257957,3493,3,2,A2577
P2678,Silver Oak Apartments,Apartment,Bangalore,KA,3/25/2026,7520027,2273,3,2,A2578
P2679,Prime Office Space,Commercial,Bangalore,KA,3/26/2026,6156938,3337,3,2,A2579
P2680,Future City Plot,Plot,Bangalore,KA,3/27/2026,7567113,2227,2,2,A2580
P2681,Emerald Villas,Villa,Bangalore,KA,3/28/2026,5038805,3091,3,2,A2581
P2682,Silver Oak Apartments,Apartment,Bangalore,KA,3/29/2026,7084680,1622,2,2,A2582
P2683,Prime Office Space,Commercial,Bangalore,KA,3/30/2026,5664607,1625,3,2,A2583
P2684,Future City Plot,Plot,Bangalore,KA,3/31/2026,5833864,2266,2,2,A2584
P2685,Emerald Villas,Villa,Bangalore,KA,4/1/2026,6333180,2709,3,2,A2585
P2686,Silver Oak Apartments,Apartment,Bangalore,KA,4/2/2026,6187254,2500,3,2,A2586
P2687,Prime Office Space,Commercial,Bangalore,KA,4/3/2026,8433352,1322,3,2,A2587
P2688,Future City Plot,Plot,Bangalore,KA,4/4/2026,4697672,2159,2,2,A2588
P2689,Emerald Villas,Villa,Bangalore,KA,4/5/2026,8765138,2918,4,2,A2589
P2690,Silver Oak Apartments,Apartment,Bangalore,KA,4/6/2026,7277934,1590,3,2,A2590
P2691,Prime Office Space,Commercial,Bangalore,KA,4/7/2026,7355573,2478,4,2,A2591
P2692,Future City Plot,Plot,Bangalore,KA,4/8/2026,4649073,2620,2,2,A2592
P2693,Emerald Villas,Villa,Bangalore,KA,4/9/2026,5623090,3505,3,2,A2593
P2694,Silver Oak Apartments,Apartment,Bangalore,KA,4/10/2026,5815445,1752,2,2,A2594
P2695,Prime Office Space,Commercial,Bangalore,KA,4/11/2026,6453848,1333,3,2,A2595
P2696,Future City Plot,Plot,Bangalore,KA,4/12/2026,5192281,1106,2,2,A2596
P2697,Emerald Villas,Villa,Bangalore,KA,4/13/2026,4991992,4402,4,2,A2597
P2698,Silver Oak Apartments,Apartment,Bangalore,KA,4/14/2026,5349838,2204,3,2,A2598
P2699,Prime Office Space,Commercial,Bangalore,KA,4/15/2026,6411653,2583,4,2,A2599
P2700,Future City Plot,Plot,Bangalore,KA,4/16/2026,6064675,2740,3,2,A2600
P2701,Emerald Villas,Villa,Bangalore,KA,4/17/2026,4644002,3169,4,2,A2601
P2702,Silver Oak Apartments,Apartment,Bangalore,KA,4/18/2026,4681453,1553,3,2,A2602
P2703,Prime Office Space,Commercial,Bangalore,KA,4/19/2026,7920221,2413,3,2,A2603
P2704,Future City Plot,Plot,Bangalore,KA,4/20/2026,6683158,2063,2,2,A2604
P2705,Emerald Villas,Villa,Bangalore,KA,4/21/2026,7651973,2357,4,2,A2605
P2706,Silver Oak Apartments,Apartment,Bangalore,KA,4/22/2026,5580327,2193,3,2,A2606
P2707,Prime Office Space,Commercial,Bangalore,KA,4/23/2026,7229504,1525,4,2,A2607
P2708,Future City Plot,Plot,Bangalore,KA,4/24/2026,4983782,2378,3,2,A2608
P2709,Emerald Villas,Villa,Bangalore,KA,4/25/2026,6382960,3948,4,2,A2609
P2710,Silver Oak Apartments,Apartment,Bangalore,KA,4/26/2026,6966328,2340,2,2,A2610
P2711,Prime Office Space,Commercial,Bangalore,KA,4/27/2026,5829632,4885,3,2,A2611
P2712,Future City Plot,Plot,Bangalore,KA,4/28/2026,7574659,1097,2,2,A2612
P2713,Emerald Villas,Villa,Bangalore,KA,4/29/2026,7768848,3220,4,2,A2613
P2714,Silver Oak Apartments,Apartment,Bangalore,KA,4/30/2026,9361083,2121,3,2,A2614
P2715,Prime Office Space,Commercial,Bangalore,KA,5/1/2026,6922742,1238,4,2,A2615
P2716,Future City Plot,Plot,Bangalore,KA,5/2/2026,6908630,1878,2,2,A2616
P2717,Emerald Villas,Villa,Bangalore,KA,5/3/2026,8347717,2700,3,2,A2617
P2718,Silver Oak Apartments,Apartment,Bangalore,KA,5/4/2026,7462833,2292,2,2,A2618
P2719,Prime Office Space,Commercial,Bangalore,KA,5/5/2026,8469762,4945,4,2,A2619
P2720,Future City Plot,Plot,Bangalore,KA,5/6/2026,9361457,2982,3,2,A2620
P2721,Emerald Villas,Villa,Bangalore,KA,5/7/2026,9218099,4508,3,2,A2621
P2722,Silver Oak Apartments,Apartment,Bangalore,KA,5/8/2026,7782040,1814,2,2,A2622
P2723,Prime Office Space,Commercial,Bangalore,KA,5/9/2026,8878518,2866,3,2,A2623
P2724,Future City Plot,Plot,Bangalore,KA,5/10/2026,8699944,1007,2,2,A2624
P2725,Emerald Villas,Villa,Bangalore,KA,5/11/2026,7352642,4587,4,2,A2625
P2726,Silver Oak Apartments,Apartment,Bangalore,KA,5/12/2026,5832176,1508,3,2,A2626
P2727,Prime Office Space,Commercial,Bangalore,KA,5/13/2026,4736250,1803,3,2,A2627
P2728,Future City Plot,Plot,Bangalore,KA,5/14/2026,5867432,2425,2,2,A2628
P2729,Emerald Villas,Villa,Bangalore,KA,5/15/2026,7599355,4356,3,2,A2629
P2730,Silver Oak Apartments,Apartment,Bangalore,KA,5/16/2026,7944674,1638,3,2,A2630
P2731,Prime Office Space,Commercial,Bangalore,KA,5/17/2026,4649128,2248,4,2,A2631
P2732,Future City Plot,Plot,Bangalore,KA,5/18/2026,7008390,1084,3,2,A2632
P2733,Emerald Villas,Villa,Bangalore,KA,5/19/2026,5088362,4707,4,2,A2633
P2734,Silver Oak Apartments,Apartment,Bangalore,KA,5/20/2026,8113123,1647,3,2,A2634
P2735,Prime Office Space,Commercial,Bangalore,KA,5/21/2026,8229616,2298,3,2,A2635
P2736,Future City Plot,Plot,Bangalore,KA,5/22/2026,5186639,2547,2,2,A2636
P2737,Emerald Villas,Villa,Bangalore,KA,5/23/2026,6817630,2873,4,2,A2637
P2738,Silver Oak Apartments,Apartment,Bangalore,KA,5/24/2026,8629436,2499,2,2,A2638
P2739,Prime Office Space,Commercial,Bangalore,KA,5/25/2026,7973452,1921,3,2,A2639
P2740,Future City Plot,Plot,Bangalore,KA,5/26/2026,9452871,2616,3,2,A2640
P2741,Emerald Villas,Villa,Bangalore,KA,5/27/2026,6509282,4428,3,2,A2641
P2742,Silver Oak Apartments,Apartment,Bangalore,KA,5/28/2026,9152985,2101,3,2,A2642
P2743,Prime Office Space,Commercial,Bangalore,KA,5/29/2026,7870987,1269,4,2,A2643
P2744,Future City Plot,Plot,Bangalore,KA,5/30/2026,8044645,1226,3,2,A2644
P2745,Emerald Villas,Villa,Bangalore,KA,5/31/2026,8191252,3326,4,2,A2645
P2746,Silver Oak Apartments,Apartment,Bangalore,KA,6/1/2026,5306375,1565,2,2,A2646
P2747,Prime Office Space,Commercial,Bangalore,KA,6/2/2026,5701811,3744,4,2,A2647
P2748,Future City Plot,Plot,Bangalore,KA,6/3/2026,8304456,1469,2,2,A2648
P2749,Emerald Villas,Villa,Bangalore,KA,6/4/2026,5139689,4450,3,2,A2649
P2750,Silver Oak Apartments,Apartment,Bangalore,KA,6/5/2026,8655179,1550,2,2,A2650
P2751,Prime Office Space,Commercial,Bangalore,KA,6/6/2026,8190406,3388,3,2,A2651
P2752,Future City Plot,Plot,Bangalore,KA,6/7/2026,6663697,1158,3,2,A2652
P2753,Emerald Villas,Villa,Bangalore,KA,6/8/2026,5571169,2187,3,2,A2653
P2754,Silver Oak Apartments,Apartment,Bangalore,KA,6/9/2026,5391364,2136,3,2,A2654
P2755,Prime Office Space,Commercial,Bangalore,KA,6/10/2026,8242627,3994,3,2,A2655
P2756,Future City Plot,Plot,Bangalore,KA,6/11/2026,7538310,1609,3,2,A2656
P2757,Emerald Villas,Villa,Bangalore,KA,6/12/2026,8683759,4319,3,2,A2657
P2758,Silver Oak Apartments,Apartment,Bangalore,KA,6/13/2026,6475477,2297,2,2,A2658
P2759,Prime Office Space,Commercial,Bangalore,KA,6/14/2026,9487252,1703,3,2,A2659
P2760,Future City Plot,Plot,Bangalore,KA,6/15/2026,5032370,1701,3,2,A2660
P2761,Emerald Villas,Villa,Bangalore,KA,6/16/2026,8115782,3019,3,2,A2661
P2762,Silver Oak Apartments,Apartment,Bangalore,KA,6/17/2026,8275921,2353,3,2,A2662
P2763,Prime Office Space,Commercial,Bangalore,KA,6/18/2026,9059950,4387,3,2,A2663
P2764,Future City Plot,Plot,Bangalore,KA,6/19/2026,5776811,2574,2,2,A2664
